station_id,name_th,name_en,lat,lon,lines,coord_source,is_estimated,map_x,map_y,label_side
BR13,ประเสริฐมนูกิจ 25,Prasert Manukit 25,13.806531,100.605069,BROWN,interpolated,1,716.0,669.2,right
BR14,นวลจันทร์,Nuan Chan,13.800169,100.610631,BROWN,interpolated,1,715.7,705.8,left
BR15,คลองลำเจียก,Khlong Lam Chiak,13.793808,100.616192,BROWN,interpolated,1,745.4,705.8,right
BR16,นวมินทร์ 87,Nawamin 87,13.787446,100.621754,BROWN,interpolated,1,745.2,743.1,left
BR17,สวนนวมินทร์ภิรมย์,Nawamin Phirom Park,13.781085,100.627315,BROWN,interpolated,1,769.7,767.7,left
BR18,นวมินทร์ 42,Nawamin 42,13.774723,100.632877,BROWN,interpolated,1,804.3,767.7,right
BR19,แฮปปี้แลนด์,Happy Land,13.768362,100.638438,BROWN,interpolated,1,804.4,808.6,right
BR20,ลำสาลี,Lam Sali,13.762,100.644,BROWN,anchor,1,804.4,843.8,right
GR01,วัชรพล,Watcharaphon,13.862,100.648,GREY,anchor,1,869.4,508.5,right
GR02,รามอินทรา 39,Ram Inthra 39,13.84821,100.64106,GREY,interpolated,1,870.0,568.9,right
GR03,เกษตร-นวมินทร์,Kaset Nawamin,13.83442,100.63412,GREY,interpolated,1,830.3,609.3,left
GR04,นวลจันทร์,Nuan Chan,13.82063,100.62718,GREY,interpolated,1,794.7,645.6,left
GR05,ประดิษฐ์มนูธรรม 25,Pradit Manutham 25,13.80684,100.62024,GREY,interpolated,1,764.9,675.9,left
GR06,โยธินพัฒนา,Yothin Phatthana,13.79305,100.6133,GREY,interpolated,1,765.2,735.2,right
GR07,ประชาอุทิศ,Pracha Uthit,13.77926,100.60636,GREY,interpolated,1,730.1,770.7,right
GR08,ลาดพร้าว 87,Lat Phrao 87,13.76547,100.59942,GREY,interpolated,1,690.7,810.7,right
GR09,ทองหล่อ 25,Thong Lo 25,13.75168,100.59248,GREY,interpolated,1,648.5,853.4,left
GR10,เพชรบุรี 38,Phetchaburi 38,13.73789,100.58554,GREY,interpolated,1,606.3,896.0,left
GR11,ทองหล่อ,Thong Lo,13.7241,100.5786,GREY,anchor,1,606.5,945.1,left
SV01,บางนา,Bang Na,13.668,100.6046,SILVER,anchor,1,684.7,1116.5,left
SV02,ประภามนตรี,Prapha Montri,13.670162,100.615569,SILVER,interpolated,1,731.8,1116.1,right
SV03,บางนา-ตราด 17,Bang Na Trat 17,13.672323,100.626538,SILVER,interpolated,1,770.4,1115.8,right
SV04,บางนา-ตราด 25,Bang Na Trat 25,13.674485,100.637508,SILVER,interpolated,1,805.3,1115.5,right
SV05,วัดศรีเอี่ยม,Wat Si Iam,13.676646,100.648477,SILVER,interpolated,1,837.1,1083.5,right
SV06,เปรมฤทัย,Premruethai,13.678808,100.659446,SILVER,interpolated,1,866.0,1054.2,left
SV07,บางแก้ว,Bang Kaeo,13.680969,100.670415,SILVER,interpolated,1,895.9,1054.0,left
SV08,กาญจนาภิเษก,Kanchanaphisek,13.683131,100.681385,SILVER,interpolated,1,925.8,1053.8,left
SV09,วัดสลุด,Wat Salut,13.685292,100.692354,SILVER,interpolated,1,955.7,1053.6,left
SV10,กิ่งแก้ว,King Kaeo,13.687454,100.703323,SILVER,interpolated,1,985.9,1053.4,left
SV11,ธนาซิตี้,Thana City,13.689615,100.714292,SILVER,interpolated,1,1026.0,1013.0,right
SV12,มหาวิทยาลัยเกษมบัณฑิต,Kasem Bundit University,13.691777,100.725262,SILVER,interpolated,1,983.1,970.4,right
SV13,อาคารผู้โดยสารสุวรรณภูมิใต้,Suvarnabhumi South Terminal,13.693938,100.736231,SILVER,interpolated,1,940.0,927.9,right
SV14,สุวรรณภูมิ,Suvarnabhumi,13.6961,100.7472,SILVER,anchor,1,896.6,885.4,left
LB01,ดินแดง,Din Daeng,13.766,100.554,LIGHTBLUE,anchor,1,532.1,783.8,left
LB02,ประชาสงเคราะห์,Pracha Songkhro,13.7585,100.558,LIGHTBLUE,interpolated,1,567.4,819.2,left
LB03,มักกะสัน,Makkasan,13.751,100.562,LIGHTBLUE,anchor,1,609.4,861.5,right
LB04,ราชปรารภ,Ratchaprarop,13.758,100.541,LIGHTBLUE,anchor,1,571.9,860.2,right
LB05,ประตูน้ำ,Pratunam,13.7513,100.5405,LIGHTBLUE,anchor,1,511.4,859.4,left
LB06,ชิดลม,Chit Lom,13.7441,100.5432,LIGHTBLUE,anchor,1,511.0,888.6,left
LB07,ลุมพินี,Lumphini,13.7256,100.5457,LIGHTBLUE,anchor,1,512.0,948.7,right
LB08,สาทร,Sathon,13.722,100.534,LIGHTBLUE,anchor,1,474.4,948.8,left
RN11,คลองหนึ่ง,Khlong Nueng,14.007,100.615,DARKRED_N,interpolated,1,697.8,180.0,right
RN12,มหาวิทยาลัยกรุงเทพ,Bangkok University,14.028,100.612,DARKRED_N,interpolated,1,697.9,120.0,right
RN13,เชียงราก,Chiang Rak,14.049,100.609,DARKRED_N,interpolated,1,697.9,60.0,right
RN14,มหาวิทยาลัยธรรมศาสตร์ ศูนย์รังสิต,Thammasat University Rangsit,14.07,100.606,DARKRED_N,anchor,1,697.9,0.0,right
RW05,บ้านฉิมพลี,Ban Chimphli,13.78325,100.40775,LIGHTRED_W,interpolated,1,180.9,689.7,left
RW06,กาญจนาภิเษก,Kanchanaphisek,13.7875,100.3795,LIGHTRED_W,interpolated,1,120.4,690.4,left
RW07,ศาลาธรรมสพน์,Sala Thammasop,13.79175,100.35125,LIGHTRED_W,interpolated,1,60.1,690.9,left
RW08,ศาลายา,Salaya,13.796,100.323,LIGHTRED_W,anchor,1,0.0,691.1,left
RS01,ตลาดน้ำตลิ่งชัน,Taling Chan Floating Market,13.772,100.4525,LIGHTRED_S,interpolated,1,240.1,750.2,left
RS02,จรัญสนิทวงศ์,Charan Sanitwong,13.765,100.469,LIGHTRED_S,interpolated,1,272.2,785.1,left
RS03,ศิริราช,Siriraj,13.758,100.4855,LIGHTRED_S,anchor,1,314.1,829.0,right
